achDebitTransId,achWithdrawalAmount,epsAcctNum,epsTranId,tranAmt,tranDate,tranType,efn,pic,postage,crid,masterMid,permitNumber,permitType,permitFinanceNumber,assessmentType,assessmentDetails,custRefNum1,custRefNum2,mailClass,disputeId
,17269.51,1000273037,1200248065,9.98,2026-07-29 07:58:05,PURCHASE,92750903791782000001583684,9200190379178203927670,4.42,49993142,903791782,,,,MANIFEST AGGREGATED,,ZT123251,116261,FC,
,17269.51,1000273037,1200249677,8.9,2026-07-29 07:58:22,PURCHASE,92750903791782000001581246,9234690379178202653725,8.9,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200250826,10.5,2026-07-29 07:58:32,PURCHASE,92750903791782000001581215,9234690379178202653718,10.5,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200251621,47.04,2026-07-29 07:58:39,PURCHASE,92750903791782000001581550,9234690379178202653817,11.76,49993142,903791782,,,,MANIFEST AGGREGATED,,,75625073,FC,
,17269.51,1000273037,1200251621,47.04,2026-07-29 07:58:39,PURCHASE,92750903791782000001581550,9234690379178202653824,11.76,49993142,903791782,,,,MANIFEST AGGREGATED,,,75625073,FC,
,17269.51,1000273037,1200251621,47.04,2026-07-29 07:58:39,PURCHASE,92750903791782000001581550,9234690379178202653848,11.76,49993142,903791782,,,,MANIFEST AGGREGATED,,,75625073,FC,
,17269.51,1000273037,1200251621,47.04,2026-07-29 07:58:39,PURCHASE,92750903791782000001581550,9234690379178202653831,11.76,49993142,903791782,,,,MANIFEST AGGREGATED,,,75625073,FC,
,17269.51,1000273037,1200254276,22.34,2026-07-29 07:59:05,PURCHASE,92750903791782000001582939,9200190379178203926925,4.42,49993142,903791782,,,,MANIFEST AGGREGATED,,4473493,,FC,
,17269.51,1000273037,1200254276,22.34,2026-07-29 07:59:05,PURCHASE,92750903791782000001582939,9200190379178203926963,4.7,49993142,903791782,,,,MANIFEST AGGREGATED,,4473504,,FC,
,17269.51,1000273037,1200254276,22.34,2026-07-29 07:59:05,PURCHASE,92750903791782000001582939,9200190379178203926918,4.05,49993142,903791782,,,,MANIFEST AGGREGATED,,4474320,,FC,
,17269.51,1000273037,1200254276,22.34,2026-07-29 07:59:05,PURCHASE,92750903791782000001582939,9200190379178203926956,4.42,49993142,903791782,,,,MANIFEST AGGREGATED,,4473497,,FC,
,17269.51,1000273037,1200254276,22.34,2026-07-29 07:59:05,PURCHASE,92750903791782000001582939,9200190379178203926949,4.75,49993142,903791782,,,,MANIFEST AGGREGATED,,4474393,,FC,
,17269.51,1000273037,1200254562,5.84,2026-07-29 07:59:09,PURCHASE,92750903791782000001583066,9200190379178203927038,5.84,49993142,903791782,,,,MANIFEST AGGREGATED,,,500570,FC,
,17269.51,1000273037,1200255137,10.75,2026-07-29 07:59:19,PURCHASE,92750903791782000001583554,9234690379178202654852,6.61,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200255137,10.75,2026-07-29 07:59:19,PURCHASE,92750903791782000001583554,9200190379178203927595,4.14,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200257081,7.07,2026-07-29 08:00:00,PURCHASE,92750903791782000001581420,9234690379178202656856,7.07,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200265715,8.53,2026-07-29 08:02:55,PURCHASE,92750903791782000001583592,9200190379178203927571,4.28,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200265715,8.53,2026-07-29 08:02:55,PURCHASE,92750903791782000001583592,9200190379178203927564,4.25,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200267739,5.84,2026-07-29 08:03:40,PURCHASE,92750903791782000001581383,9200190379178203930830,5.84,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200269012,4.92,2026-07-29 08:04:08,PURCHASE,92750903791782000001583486,9200190379178203927472,4.92,49993142,903791782,,,,MANIFEST AGGREGATED,,4473439,,FC,
,17269.51,1000273037,1200271003,4.74,2026-07-29 08:04:45,PURCHASE,92750903791782000001581642,9200190379178203930885,4.74,49993142,903791782,,,,MANIFEST AGGREGATED,,4475033,,FC,
,17269.51,1000273037,1200278324,18,2026-07-29 08:06:24,PURCHASE,92750903791782000001583660,9234690379178202654890,9,49993142,903791782,,,,MANIFEST AGGREGATED,,,14558,FC,
,17269.51,1000273037,1200278324,18,2026-07-29 08:06:24,PURCHASE,92750903791782000001583660,9234690379178202654883,9,49993142,903791782,,,,MANIFEST AGGREGATED,,,14558,FC,
,17269.51,1000273037,1200278760,7.18,2026-07-29 08:06:29,PURCHASE,92750903791782000001583622,9200190379178203927373,7.18,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200279079,13.68,2026-07-29 08:06:33,PURCHASE,92750903791782000001583523,9234690379178202654845,13.68,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200280663,5.84,2026-07-29 08:06:54,PURCHASE,92750903791782000001583646,9200190379178203927656,5.84,49993142,903791782,,,,MANIFEST AGGREGATED,,4473471,,FC,
,17269.51,1000273037,1200283394,6.84,2026-07-29 08:07:36,PURCHASE,92750903791782000001581482,9200190379178203930861,6.84,49993142,903791782,,,,MANIFEST AGGREGATED,,4475034,,FC,
,17269.51,1000273037,1200284485,16.44,2026-07-29 08:07:52,PURCHASE,92750903791782000001581741,9236290379178200076717,8.22,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200284485,16.44,2026-07-29 08:07:52,PURCHASE,92750903791782000001581741,9236290379178200076724,8.22,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200285782,9.21,2026-07-29 08:08:11,PURCHASE,92750903791782000001583547,9236290379178200076687,9.21,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200286321,8.08,2026-07-29 08:08:18,PURCHASE,92750903791782000001581444,9234690379178202653770,8.08,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200291405,41.65,2026-07-29 08:09:46,PURCHASE,92750903791782000001581918,9234690379178202657402,8.33,49993142,903791782,,,,MANIFEST AGGREGATED,,,SO376390,FC,
,17269.51,1000273037,1200291405,41.65,2026-07-29 08:09:46,PURCHASE,92750903791782000001581918,9234690379178202657471,8.33,49993142,903791782,,,,MANIFEST AGGREGATED,,,SO376390,FC,
,17269.51,1000273037,1200291405,41.65,2026-07-29 08:09:46,PURCHASE,92750903791782000001581918,9234690379178202657457,8.33,49993142,903791782,,,,MANIFEST AGGREGATED,,,SO376390,FC,
,17269.51,1000273037,1200291405,41.65,2026-07-29 08:09:46,PURCHASE,92750903791782000001581918,9234690379178202657440,8.33,49993142,903791782,,,,MANIFEST AGGREGATED,,,SO376390,FC,
,17269.51,1000273037,1200291405,41.65,2026-07-29 08:09:46,PURCHASE,92750903791782000001581918,9234690379178202657419,8.33,49993142,903791782,,,,MANIFEST AGGREGATED,,,SO376390,FC,
,17269.51,1000273037,1200292142,4.25,2026-07-29 08:10:01,PURCHASE,92750903791782000001582021,9200190379178203925584,4.25,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200293474,7.39,2026-07-29 08:10:23,PURCHASE,92750903791782000001581390,9234690379178202657020,7.39,49993142,903791782,,,,MANIFEST AGGREGATED,,,SO376209,FC,
,17269.51,1000273037,1200295419,4.7,2026-07-29 08:10:55,PURCHASE,92750903791782000001581994,9200190379178203931707,4.7,49993142,903791782,,,,MANIFEST AGGREGATED,,331636,,FC,
,17269.51,1000273037,1200298911,13.81,2026-07-29 08:11:51,PURCHASE,92750903791782000001581840,9234690379178202656924,13.81,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200301187,10.5,2026-07-29 08:12:54,PURCHASE,92750903791782000001581468,9234690379178202653763,10.5,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200308214,19.62,2026-07-29 08:14:57,PURCHASE,92750903791782000001581901,9236290379178200076779,9.99,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200308214,19.62,2026-07-29 08:14:57,PURCHASE,92750903791782000001581901,9236290379178200076731,9.63,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200312216,9.99,2026-07-29 08:15:50,PURCHASE,92750903791782000001582137,9236290379178200076809,9.99,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200312392,4.89,2026-07-29 08:15:53,PURCHASE,92750903791782000001581796,9200190379178203925515,4.89,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200313659,6.21,2026-07-29 08:16:10,PURCHASE,92750903791782000001582090,9200190379178203925607,6.21,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200316513,4.7,2026-07-29 08:16:47,PURCHASE,92750903791782000001582076,9200190379178203931868,4.7,49993142,903791782,,,,MANIFEST AGGREGATED,,331728,,FC,
,17269.51,1000273037,1200327546,23.99,2026-07-29 08:20:53,PURCHASE,92750903791782000001582366,9200190379178203925690,5.8,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200327546,23.99,2026-07-29 08:20:53,PURCHASE,92750903791782000001582366,9200190379178203925713,7.18,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200327546,23.99,2026-07-29 08:20:53,PURCHASE,92750903791782000001582366,9200190379178203925614,5.07,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200327546,23.99,2026-07-29 08:20:53,PURCHASE,92750903791782000001582366,9200190379178203925683,5.94,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200328300,20.42,2026-07-29 08:21:20,PURCHASE,92750903791782000001582229,9200190379178203931875,5.07,49993142,903791782,,,,MANIFEST AGGREGATED,,331729,,FC,
,17269.51,1000273037,1200328300,20.42,2026-07-29 08:21:20,PURCHASE,92750903791782000001582229,9200190379178203931820,4.89,49993142,903791782,,,,MANIFEST AGGREGATED,,331718,,FC,
,17269.51,1000273037,1200328300,20.42,2026-07-29 08:21:20,PURCHASE,92750903791782000001582229,9200190379178203931813,5.39,49993142,903791782,,,,MANIFEST AGGREGATED,,331719,,FC,
,17269.51,1000273037,1200328300,20.42,2026-07-29 08:21:20,PURCHASE,92750903791782000001582229,9200190379178203931776,5.07,49993142,903791782,,,,MANIFEST AGGREGATED,,331721,,FC,
,17269.51,1000273037,1200329964,14.88,2026-07-29 08:22:02,PURCHASE,92750903791782000001582168,9200190379178203931790,5.39,49993142,903791782,,,,MANIFEST AGGREGATED,,331702,,FC,
,17269.51,1000273037,1200329964,14.88,2026-07-29 08:22:02,PURCHASE,92750903791782000001582168,9200190379178203931769,4.42,49993142,903791782,,,,MANIFEST AGGREGATED,,331681,,FC,
,17269.51,1000273037,1200329964,14.88,2026-07-29 08:22:02,PURCHASE,92750903791782000001582168,9200190379178203931752,5.07,49993142,903791782,,,,MANIFEST AGGREGATED,,331672,,FC,
,17269.51,1000273037,1200333186,4.42,2026-07-29 08:23:14,PURCHASE,92750903791782000001582687,9200190379178203926659,4.42,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200333923,4.89,2026-07-29 08:23:32,PURCHASE,92750903791782000001582595,9200190379178203926604,4.89,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200336160,4.28,2026-07-29 08:24:19,PURCHASE,92750903791782000001582281,9200190379178203925645,4.28,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200336635,5.07,2026-07-29 08:24:27,PURCHASE,92750903791782000001582236,9200190379178203925621,5.07,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200337560,8.12,2026-07-29 08:24:45,PURCHASE,92750903791782000001582311,9234690379178202654180,8.12,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200346079,9.71,2026-07-29 08:27:37,PURCHASE,92750903791782000001582373,9234690379178202654210,9.71,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200346933,5.39,2026-07-29 08:28:04,PURCHASE,92750903791782000001582120,9200190379178203925591,5.39,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200349355,5.39,2026-07-29 08:28:58,PURCHASE,92750903791782000001582359,9200190379178203931806,5.39,49993142,903791782,,,,MANIFEST AGGREGATED,,331720,,FC,
,17269.51,1000273037,1200350192,8.84,2026-07-29 08:29:18,PURCHASE,92750903791782000001582397,9200190379178203931899,4.42,49993142,903791782,,,,MANIFEST AGGREGATED,,331617,,FC,
,17269.51,1000273037,1200350192,8.84,2026-07-29 08:29:18,PURCHASE,92750903791782000001582397,9200190379178203931882,4.42,49993142,903791782,,,,MANIFEST AGGREGATED,,331619,,FC,
,17269.51,1000273037,1200350858,4.61,2026-07-29 08:29:38,PURCHASE,92750903791782000001582540,9200190379178203926567,4.61,49993142,903791782,,,,MANIFEST AGGREGATED,,4473420,,FC,
,17269.51,1000273037,1200351095,8.9,2026-07-29 08:29:47,PURCHASE,92750903791782000001583172,9200190379178203927182,4.45,49993142,903791782,,,,MANIFEST AGGREGATED,,ZT123252,116270,FC,
,17269.51,1000273037,1200351095,8.9,2026-07-29 08:29:47,PURCHASE,92750903791782000001583172,9200190379178203927199,4.45,49993142,903791782,,,,MANIFEST AGGREGATED,,ZT123243,116239,FC,
,17269.51,1000273037,1200352325,8.95,2026-07-29 08:30:33,PURCHASE,92750903791782000001583202,9200190379178203927236,4.7,49993142,903791782,,,,MANIFEST AGGREGATED,,,116358,FC,
,17269.51,1000273037,1200352325,8.95,2026-07-29 08:30:33,PURCHASE,92750903791782000001583202,9200190379178203927205,4.25,49993142,903791782,,,,MANIFEST AGGREGATED,,ZT123256,116279,FC,
,17269.51,1000273037,1200352564,4.92,2026-07-29 08:30:41,PURCHASE,92750903791782000001582793,9200190379178203926789,4.92,49993142,903791782,,,,MANIFEST AGGREGATED,,,500573,FC,
,17269.51,1000273037,1200357396,23.13,2026-07-29 08:32:43,PURCHASE,92750903791782000001582038,9218490379178200043106,4.89,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200357396,23.13,2026-07-29 08:32:43,PURCHASE,92750903791782000001582038,9236290379178200076571,12.68,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200357396,23.13,2026-07-29 08:32:43,PURCHASE,92750903791782000001582038,9218490379178200043113,5.56,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200357792,7.39,2026-07-29 08:32:54,PURCHASE,92750903791782000001582953,9234690379178202654661,7.39,49993142,903791782,,,,MANIFEST AGGREGATED,,,SO376279,FC,
,17269.51,1000273037,1200360437,4.17,2026-07-29 08:34:02,PURCHASE,92750903791782000001582755,9200190379178203926765,4.17,49993142,903791782,,,,MANIFEST AGGREGATED,,4473462,,FC,
,17269.51,1000273037,1200362310,6.21,2026-07-29 08:34:52,PURCHASE,92750903791782000001583011,9200190379178203927007,6.21,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200367140,9.71,2026-07-29 08:36:31,PURCHASE,92750903791782000001582748,9234690379178202654616,9.71,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200367775,6.64,2026-07-29 08:36:44,PURCHASE,92750903791782000001582601,9200190379178203926598,6.64,49993142,903791782,,,,MANIFEST AGGREGATED,,,500078,FC,
,17269.51,1000273037,1200368128,4.32,2026-07-29 08:36:51,PURCHASE,92750903791782000001582915,9200190379178203926932,4.32,49993142,903791782,,,,MANIFEST AGGREGATED,,,500569,FC,
,17269.51,1000273037,1200371791,68.66,2026-07-29 08:38:32,PURCHASE,92750903791782000001583585,9200190379178203927496,8.4,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200371791,68.66,2026-07-29 08:38:32,PURCHASE,92750903791782000001583585,9200190379178203927540,5.39,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200371791,68.66,2026-07-29 08:38:32,PURCHASE,92750903791782000001583585,9200190379178203927533,8.4,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200371791,68.66,2026-07-29 08:38:32,PURCHASE,92750903791782000001583585,9234690379178202654821,12.87,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200371791,68.66,2026-07-29 08:38:32,PURCHASE,92750903791782000001583585,9200190379178203927557,8.4,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200371791,68.66,2026-07-29 08:38:32,PURCHASE,92750903791782000001583585,9200190379178203927519,8.4,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200371791,68.66,2026-07-29 08:38:32,PURCHASE,92750903791782000001583585,9200190379178203927526,8.4,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200371791,68.66,2026-07-29 08:38:32,PURCHASE,92750903791782000001583585,9200190379178203927502,8.4,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200373237,8.87,2026-07-29 08:39:24,PURCHASE,92750903791782000001583639,9234690379178202654906,8.87,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200375785,4.42,2026-07-29 08:40:37,PURCHASE,92750903791782000001583400,9200190379178203927403,4.42,49993142,903791782,,,,MANIFEST AGGREGATED,,4474119,,FC,
,17269.51,1000273037,1200380525,4.61,2026-07-29 08:42:21,PURCHASE,92750903791782000001583219,9200190379178203927113,4.61,49993142,903791782,,,,MANIFEST AGGREGATED,,4474183,,FC,
,17269.51,1000273037,1200380622,11.55,2026-07-29 08:42:23,PURCHASE,92750903791782000001583462,9200190379178203927458,4.92,49993142,903791782,,,,MANIFEST AGGREGATED,,S5742,482163,FC,
,17269.51,1000273037,1200380622,11.55,2026-07-29 08:42:23,PURCHASE,92750903791782000001583462,9234690379178202654777,6.63,49993142,903791782,,,,MANIFEST AGGREGATED,,S5729,481930,FC,
,17269.51,1000273037,1200381939,7.18,2026-07-29 08:43:01,PURCHASE,92750903791782000001583240,9200190379178203927267,7.18,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200384385,11.54,2026-07-29 08:44:19,PURCHASE,92750903791782000001582892,9234690379178202654630,11.54,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200389181,4.17,2026-07-29 08:46:26,PURCHASE,92750903791782000001583004,9200190379178203927014,4.17,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200390004,5.84,2026-07-29 08:46:46,PURCHASE,92750903791782000001583363,9200190379178203927359,5.84,49993142,903791782,,,,MANIFEST AGGREGATED,,4473583,,FC,
,17269.51,1000273037,1200390877,8.87,2026-07-29 08:47:08,PURCHASE,92750903791782000001583158,9200190379178203927151,4.13,49993142,903791782,,,,MANIFEST AGGREGATED,,4474172,,FC,
,17269.51,1000273037,1200390877,8.87,2026-07-29 08:47:08,PURCHASE,92750903791782000001583158,9200190379178203927137,4.74,49993142,903791782,,,,MANIFEST AGGREGATED,,4474186,,FC,
,17269.51,1000273037,1200392905,7.39,2026-07-29 08:47:48,PURCHASE,92750903791782000001583080,9234690379178202654708,7.39,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200400149,14.78,2026-07-29 08:50:18,PURCHASE,92750903791782000001583561,9234690379178202654838,7.39,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200400149,14.78,2026-07-29 08:50:18,PURCHASE,92750903791782000001583561,9234690379178202654869,7.39,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200553647,1.16,2026-07-29 11:16:17,ADJUSTMENT,92750903791782000001533146,9236290379178200064653,1.16,49993142,903791782,,,,POSTAGEDELTA AGGREGATED,Zone,,,FC,
13106726,5658.42,1000245755,1200608343,4.65,2026-07-29 12:16:10,ADJUSTMENT,92750903791782000001545774,9200190384491000840518,4.65,49993142,903791782,,,,POSTAGEDELTA AGGREGATED,Weight,,859143638,FC,
13106726,5658.42,1000245755,1200608344,1.02,2026-07-29 12:16:10,ADJUSTMENT,92750903791782000001526667,9200190384491000836092,1.02,49993142,903791782,,,,POSTAGEDELTA AGGREGATED,Weight,,858214069,FC,
,17269.51,1000273037,1200626716,41.41,2026-07-29 12:50:53,PURCHASE,92750903791782000001583790,9200190379178203934395,4.32,49993142,903791782,,,,MANIFEST AGGREGATED,,1F7C96C9F,,FC,
,17269.51,1000273037,1200626716,41.41,2026-07-29 12:50:53,PURCHASE,92750903791782000001583790,9200190379178203934401,4.54,49993142,903791782,,,,MANIFEST AGGREGATED,,16F66844A,,FC,
,17269.51,1000273037,1200626716,41.41,2026-07-29 12:50:53,PURCHASE,92750903791782000001583790,9200190379178203934418,4.25,49993142,903791782,,,,MANIFEST AGGREGATED,,1A316AFC2,,FC,
,17269.51,1000273037,1200626716,41.41,2026-07-29 12:50:53,PURCHASE,92750903791782000001583790,9200190379178203934463,4.14,49993142,903791782,,,,MANIFEST AGGREGATED,,146E44D72,,FC,
,17269.51,1000273037,1200626716,41.41,2026-07-29 12:50:53,PURCHASE,92750903791782000001583790,9200190379178203934456,4.14,49993142,903791782,,,,MANIFEST AGGREGATED,,1A5E14176,,FC,
,17269.51,1000273037,1200626716,41.41,2026-07-29 12:50:53,PURCHASE,92750903791782000001583790,9200190379178203934425,4.14,49993142,903791782,,,,MANIFEST AGGREGATED,,1D29683BA,,FC,
,17269.51,1000273037,1200626716,41.41,2026-07-29 12:50:53,PURCHASE,92750903791782000001583790,9200190379178203934449,4.14,49993142,903791782,,,,MANIFEST AGGREGATED,,17FBAB235,,FC,
,17269.51,1000273037,1200626716,41.41,2026-07-29 12:50:53,PURCHASE,92750903791782000001583790,9200190379178203934470,4.54,49993142,903791782,,,,MANIFEST AGGREGATED,,15E916D12,,FC,
,17269.51,1000273037,1200626716,41.41,2026-07-29 12:50:53,PURCHASE,92750903791782000001583790,9200190379178203934432,7.2,49993142,903791782,,,,MANIFEST AGGREGATED,,1BDCC6346,,FC,
,17269.51,1000273037,1200631831,66.91,2026-07-29 13:02:27,PURCHASE,92750903791782000001583806,9200190379178203934739,6.64,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200631831,66.91,2026-07-29 13:02:27,PURCHASE,92750903791782000001583806,9200190379178203934951,4.25,49993142,903791782,,,,MANIFEST AGGREGATED,,1CD892EA9,,FC,
,17269.51,1000273037,1200631831,66.91,2026-07-29 13:02:27,PURCHASE,92750903791782000001583806,9234690379178202660662,10.5,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200631831,66.91,2026-07-29 13:02:27,PURCHASE,92750903791782000001583806,9200190379178203935101,4.74,49993142,903791782,,,,MANIFEST AGGREGATED,,4129054254,,FC,
,17269.51,1000273037,1200631831,66.91,2026-07-29 13:02:27,PURCHASE,92750903791782000001583806,9200190379178203934104,5.39,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200631831,66.91,2026-07-29 13:02:27,PURCHASE,92750903791782000001583806,9200190379178203935125,4.54,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200631831,66.91,2026-07-29 13:02:27,PURCHASE,92750903791782000001583806,9200190379178203934319,5.39,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200631831,66.91,2026-07-29 13:02:27,PURCHASE,92750903791782000001583806,9200190379178203934975,4.32,49993142,903791782,,,,MANIFEST AGGREGATED,,1BB511AD2,,FC,
,17269.51,1000273037,1200631831,66.91,2026-07-29 13:02:27,PURCHASE,92750903791782000001583806,9234690379178202659390,10.24,49993142,903791782,,,,MANIFEST AGGREGATED,,,,FC,
,17269.51,1000273037,1200631831,66.91,2026-07-29 13:02:27,PURCHASE,92750903791782000001583806,9200190379178203934968,4.45,49993142,903791782,,,,MANIFEST AGGREGATED,,144B27948,,FC,
,17269.51,1000273037,1200631831,66.91,2026-07-29 13:02:27,PURCHASE,92750903791782000001583806,9200190379178203934944,6.45,49993142,903791782,,,,MANIFEST AGGREGATED,,1C16D4D85,,FC,
13106726,5658.42,1000245755,1200671045,1.66,2026-07-29 14:13:18,ADJUSTMENT,92750903791782000001556916,9200190384491000844240,1.66,49993142,903791782,,,,POSTAGEDELTA AGGREGATED,Weight,,860603465,FC,
,17269.51,1000273037,1200697039,3.62,2026-07-29 15:13:07,ADJUSTMENT,92750903791782000001489528,9200190379178203824559,3.62,49993142,903791782,,,,POSTAGEDELTA AGGREGATED,Weight,4463752,,FC,
,17269.51,1000273037,1200697037,2.64,2026-07-29 15:13:07,ADJUSTMENT,92750903791782000001568735,9200190379178203910788,2.64,49993142,903791782,,,,POSTAGEDELTA AGGREGATED,Weight,,,FC,
13106726,5658.42,1000245755,1200731666,1.69,2026-07-29 16:20:03,ADJUSTMENT,92750903791782000001556916,9200190384491000843663,1.69,49993142,903791782,,,,POSTAGEDELTA AGGREGATED,Weight,,860073421,FC,
,-2.03,1000273037,1200731674,2.03,2026-07-29 16:20:04,REFUND,92750903791782000001529200,9200190379178203870815,2.03,49993142,903791782,,,,POSTAGEDELTA AGGREGATED,Weight,,,FC,
,-1.58,1000273037,1200731672,1.58,2026-07-29 16:20:04,REFUND,92750903791782000001563099,9200190379178203902820,1.58,49993142,903791782,,,,POSTAGEDELTA AGGREGATED,Weight,,,FC,
13113095,5536.97,1000245755,1200783012,827.37,2026-07-29 18:16:10,PURCHASE,92750903791782000001583813,9200190379178300505269,4.28,49993142,903791782,,,,MANIFEST AGGREGATED,,,862551059,FC,
13113095,5536.97,1000245755,1200783012,827.37,2026-07-29 18:16:10,PURCHASE,92750903791782000001583813,9234690379178300303287,15.75,49993142,903791782,,,,MANIFEST AGGREGATED,,460176,862166777,FC,
13113095,5536.97,1000245755,1200783012,827.37,2026-07-29 18:16:10,PURCHASE,92750903791782000001583813,9200190379178300506037,4.25,49993142,903791782,,,,MANIFEST AGGREGATED,,,862797661,FC,
13113095,5536.97,1000245755,1200783012,827.37,2026-07-29 18:16:10,PURCHASE,92750903791782000001583813,9200190379178300505634,4.61,49993142,903791782,,,,MANIFEST AGGREGATED,,,862562249,FC,
13113095,5536.97,1000245755,1200783012,827.37,2026-07-29 18:16:10,PURCHASE,92750903791782000001583813,9200190379178300505337,4.54,49993142,903791782,,,,MANIFEST AGGREGATED,,,862640459,FC,
13113095,5536.97,1000245755,1200783012,827.37,2026-07-29 18:16:10,PURCHASE,92750903791782000001583813,9200190379178300505627,4.25,49993142,903791782,,,,MANIFEST AGGREGATED,,,862670577,FC,
13113095,5536.97,1000245755,1200783012,827.37,2026-07-29 18:16:10,PURCHASE,92750903791782000001583813,9200190379178300505719,4.28,49993142,903791782,,,,MANIFEST AGGREGATED,,,862755109,FC,
